Run	Sample Characteristic[block]	Sample Characteristic Ontology Term[block]	Sample Characteristic[developmental stage]	Sample Characteristic Ontology Term[developmental stage]	Sample Characteristic[individual]	Sample Characteristic Ontology Term[individual]	Sample Characteristic[karyotype]	Sample Characteristic Ontology Term[karyotype]	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[sampling site]	Sample Characteristic Ontology Term[sampling site]	Factor Value[developmental stage]	Factor Value Ontology Term[developmental stage]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Analysed
ERR1473025	sequencing batch:FC2014_048		Carnegie Stage 23		1607		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 23		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473026	sequencing batch:FC2014_048		Carnegie Stage 23		2193		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 23		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473027	sequencing batch:FC2014_048		Carnegie Stage 23		11120		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 23		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473028	sequencing batch:FC2014_048		Carnegie Stage 20		11354		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 20		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473029	sequencing batch:FC2014_048		Carnegie Stage 20		11245		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 20		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473030	sequencing batch:FC2014_048		Carnegie Stage 20		11241		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 20		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473031	sequencing batch:FC2014_048		Carnegie Stage 20		11156		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 20		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473032	sequencing batch:FC2014_049		Carnegie Stage 19		11894		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 19		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473033	sequencing batch:FC2014_049		Carnegie Stage 19		11470		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 19		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473034	sequencing batch:FC2014_049		Carnegie Stage 19		11363		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 19		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473035	sequencing batch:FC2014_049		Carnegie Stage 19		11323		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 19		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473036	sequencing batch:FC2014_049		Carnegie Stage 19		11320		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 19		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473037	sequencing batch:FC2014_049		Carnegie Stage 19		11318		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 19		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473038	sequencing batch:FC2014_049		Carnegie Stage 19		11317		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 19		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473039	sequencing batch:FC2014_049		Carnegie Stage 19		11300		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 19		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473040	sequencing batch:FC2014_049		Carnegie Stage 18		11859		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 18		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473041	sequencing batch:FC2014_049		Carnegie Stage 18		11469		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 18		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473042	sequencing batch:FC2014_049		Carnegie Stage 18		11438		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 18		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473043	sequencing batch:FC2014_049		Carnegie Stage 18		11322		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 18		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473044	sequencing batch:FC2014_049		Carnegie Stage 18		11234		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 18		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473045	sequencing batch:FC2014_049		Carnegie Stage 17		11395		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 17		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473046	sequencing batch:FC2014_049		Carnegie Stage 17		11321		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 17		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473047	sequencing batch:FC2014_049		Carnegie Stage 16		11334		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 16		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473048	sequencing batch:FC2014_049		Carnegie Stage 15		11397		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 15		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473049	sequencing batch:FC2014_045		Carnegie Stage 15		11405		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 15		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473050	sequencing batch:FC2014_050		Carnegie Stage 20		11143		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 20		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473051	sequencing batch:FC2014_050		9 post conception weeks		11312		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			9 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473052	sequencing batch:FC2014_050		Late 8 post conception weeks		11160		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Late 8 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473053	sequencing batch:FC2014_050		Late 8 post conception weeks		11144		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Late 8 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473054	sequencing batch:FC2014_050		20 post conception weeks		11589		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			20 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473055	sequencing batch:FC2014_050		Carnegie Stage 21		11876		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			Carnegie Stage 21		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473056	sequencing batch:FC2014_050		19 post conception weeks		11581		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			19 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473057	sequencing batch:FC2014_050		17 post conception weeks		11808		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			17 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473058	sequencing batch:FC2014_050		17 post conception weeks		11580		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			17 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473059	sequencing batch:FC2014_050		17 post conception weeks		11464		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			17 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473060	sequencing batch:FC2014_050		16 post conception weeks		11819		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			16 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473061	sequencing batch:FC2014_050		15 post conception weeks		11801		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			15 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473062	sequencing batch:FC2014_050		15 post conception weeks		11446		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			15 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473063	sequencing batch:FC2014_081, FC2014_117		14 post conception weeks		11794		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			14 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473064	sequencing batch:FC2014_081, FC2014_117		14 post conception weeks		11794		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			14 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473065	sequencing batch:FC2014_053		14 post conception weeks		11511		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			14 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473066	sequencing batch:FC2014_053		14 post conception weeks		11494		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			14 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473067	sequencing batch:FC2014_053		14 post conception weeks		11457		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			14 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473068	sequencing batch:FC2014_053		14 post conception weeks		11451		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			14 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473069	sequencing batch:FC2014_089		14 post conception weeks		11449		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			14 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473070	sequencing batch:FC2014_065		14 post conception weeks		11424		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			14 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473071	sequencing batch:FC2014_053		13 post conception weeks		11817		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473072	sequencing batch:FC2014_053		13 post conception weeks		11775		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473073	sequencing batch:FC2014_053		13 post conception weeks		11654		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	No
ERR1473074	sequencing batch:FC2014_055		13 post conception weeks		11572		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473075	sequencing batch:FC2014_065		13 post conception weeks		11496		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473076	sequencing batch:FC2014_081		13 post conception weeks		11489		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473077	sequencing batch:FC2014_058, FC2014_117		13 post conception weeks		11423		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473078	sequencing batch:FC2014_058, FC2014_117		13 post conception weeks		11423		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473079	sequencing batch:FC2014_058		13 post conception weeks		11349		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473080	sequencing batch:FC2014_058		13 post conception weeks		11309		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473081	sequencing batch:FC2014_058		13 post conception weeks		11305		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			13 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473082	sequencing batch:FC2014_065		12 post conception weeks		1047		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			12 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473083	sequencing batch:FC2014_065		12 post conception weeks		11373		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			12 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473084	sequencing batch:FC2014_065		11 post conception weeks		11798		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			11 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473085	sequencing batch:FC2014_089		11 post conception weeks		11769		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955			11 post conception weeks		brain fragment	http://purl.obolibrary.org/obo/UBERON_0000955	Yes
ERR1473086	sequencing batch:FC2014_045		Carnegie Stage 22		11814		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	Yes
ERR1473087	sequencing batch:FC2014_045		Carnegie Stage 22		11815		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 22		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	Yes
ERR1473088	sequencing batch:FC2014_045		9 post conception weeks		11820		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	Yes
ERR1473089	sequencing batch:FC2014_045		Carnegie Stage 22		11828		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 22		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	Yes
ERR1473090	sequencing batch:FC2014_048		Carnegie Stage 22		11829		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 22		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	Yes
ERR1473091	sequencing batch:FC2014_048		Carnegie Stage 22		11831		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 22		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	Yes
ERR1473092	sequencing batch:FC2014_048		Carnegie Stage 22		11858		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 22		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	Yes
ERR1473093	sequencing batch:FC2014_048		Carnegie Stage 22		11865		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 22		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	Yes
ERR1473094	sequencing batch:FC2014_048		Carnegie Stage 22		11871		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 22		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	No
ERR1473095	sequencing batch:FC2014_048		Carnegie Stage 22		11878		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	No
ERR1473096	sequencing batch:FC2014_048		Carnegie Stage 23		11823		46, XY		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 23		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	No
ERR1473097	sequencing batch:FC2014_048		Carnegie Stage 23		11826		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 23		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	No
ERR1473098	sequencing batch:FC2014_048		Carnegie Stage 23		11827		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 23		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	No
ERR1473099	sequencing batch:FC2014_048		Carnegie Stage 23		11846		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 23		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	No
ERR1473100	sequencing batch:FC2014_048		Carnegie Stage 23		11884		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 23		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	No
ERR1473101	sequencing batch:FC2014_048		Carnegie Stage 23		11918		46, XX		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037			Carnegie Stage 23		cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	No
